Qiymet,sign,Sheher,Marka,Model,Buraxilish_ili,Ban_novu,Reng,Muherrik_hecm,Muherrik_guc,Yanacaq_novu,Yurush,Suret_qutusu,Oturucu,Yeni,barter_mumkundurmu
13500,AZN,Bakı,Kia,Cerato,2010,Sedan,Ağ,1.6,136,Benzin,165000,Avtomat,Ön,Xeyr,Xeyr
15000,$,Bakı,Mercedes,GL 450,2007,Offroader / SUV,Qara,4.5,350,Benzin,165000,Avtomat,Tam,Xeyr,Xeyr
3700,AZN,Bakı,Tofas,Sahin,2006,Sedan,Tünd qırmızı,1.6,86,Benzin,180658,Mexaniki,Arxa,Xeyr,Xeyr
23500,$,Bakı,Mitsubishi,Pajero,2013,Offroader / SUV,Qara,3.2,200,Dizel,94000,Avtomat,Tam,Xeyr,Xeyr
9600,AZN,Bakı,LADA (VAZ),Niva,2013,Offroader / SUV,Tünd qırmızı,1.7,80,Benzin,124000,Mexaniki,Tam,Xeyr,Xeyr
2500,AZN,Şəki,LADA (VAZ),2101,1982,Sedan,Ağ,1.3,65,Benzin,120000,Mexaniki,Arxa,Xeyr,Xeyr
42500,$,Bakı,Toyota,Camry,2018,Sedan,Qara,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Bəli
42500,$,Bakı,Toyota,Camry,2018,Offroader / SUV,Ağ,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Bəli
30300,$,Bakı,Infiniti,Q50,2016,Sedan,Boz,2.2,170,Dizel,3800,Avtomat,Ön,Xeyr,Bəli
36500,$,Bakı,Toyota,FJ Cruiser,2013,Offroader / SUV,Ağ,4,252,Benzin,64000,Avtomat,Tam,Xeyr,Xeyr
23200,$,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,4,250,Benzin,138000,Avtomat,Tam,Xeyr,Bəli
177000,$,Bakı,Porsche,Panamera Turbo,2017,Sedan,Qara,4,550,Benzin,5600,Avtomat,Tam,Xeyr,Xeyr
37500,AZN,Bakı,Hyundai,Sonata,2016,Sedan,Qara,2,274,Benzin,34200,Avtomat,Ön,Xeyr,Xeyr
9800,$,Bakı,Mercedes,B 170,2008,Hetçbek / Liftbek,Qara,1.7,115,Benzin,40000,Avtomat,Ön,Xeyr,Xeyr
18500,AZN,Bakı,LADA (VAZ),Priora,2017,Sedan,Ağ,1.6,106,Benzin,58000,Mexaniki,Ön,Xeyr,Xeyr
27500,$,Bakı,Hyundai,Equus,2012,Sedan,Qara,3.8,306,Benzin,73000,Avtomat,Arxa,Xeyr,Xeyr
24500,AZN,Bakı,Toyota,Corolla,2014,Sedan,Ağ,1.8,140,Benzin,84000,Avtomat,Ön,Xeyr,Xeyr
16700,AZN,Bakı,Kia,Cerato,2011,Sedan,Bənövşəyi,2,162,Benzin,130000,Avtomat,Ön,Xeyr,Bəli
11600,AZN,Bakı,Opel,Astra,2006,Universal,Gümüşü,1.3,90,Dizel,184000,Mexaniki,Ön,Xeyr,Xeyr
8600,AZN,Bakı,Chevrolet,Aveo,2010,Sedan,Qara,1.4,107,Benzin,275000,Mexaniki,Ön,Xeyr,Xeyr
110000,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4.6,309,Benzin,0,Avtomat,Tam,Bəli,Bəli
6200,AZN,Xudat,LADA (VAZ),2104,2002,Universal,Ağ,1.5,75,Dizel,115255,Mexaniki,Arxa,Xeyr,Xeyr
16900,AZN,Bakı,Hyundai,Grandeur,2008,Sedan,Qara,2.7,195,Benzin,240000,Avtomat,Ön,Xeyr,Bəli
29800,$,Bakı,Toyota,Fortuner,2016,Offroader / SUV,Ağ,2.7,167,Benzin,26000,Avtomat,Tam,Xeyr,Bəli
7500,AZN,Bakı,BMW,320,1996,Sedan,Yaşıl,2,150,Benzin,375600,Avtomat,Arxa,Xeyr,Xeyr
8650,AZN,Bakı,Opel,Astra,1999,Universal,Yaşıl,1.6,101,Benzin,428117,Mexaniki,Ön,Xeyr,Xeyr
7625,AZN,Bakı,Opel,Astra,1999,Universal,Göy,1.6,101,Benzin,222222,Mexaniki,Ön,Xeyr,Xeyr
49500,$,Bakı,Mercedes,C 63 AMG,2013,Sedan,Qara,6.3,585,Benzin,42000,Avtomat,Arxa,Xeyr,Bəli
32000,$,Bakı,Ford,Mustang,2016,Kupe,Gümüşü,2.3,317,Benzin,33000,Avtomat,Arxa,Xeyr,Xeyr
47000,$,Bakı,Maserati,Quattroporte,2011,Sedan,Qara,4.7,555,Benzin,87000,Avtomat,Arxa,Xeyr,Xeyr
6500,AZN,Bakı,LADA (VAZ),2107,2009,Sedan,Tünd qırmızı,1.6,75,Benzin,37800,Mexaniki,Arxa,Xeyr,Bəli
13500,AZN,Bakı,Mercedes,S 320,2002,Sedan,Qara,3.2,205,Dizel,350000,Avtomat,Arxa,Xeyr,Xeyr
12300,AZN,Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7,80,Benzin,50700,Mexaniki,Tam,Xeyr,Xeyr
5700,AZN,Bakı,Daewoo,Damas,2007,Furqon,Ağ,0.8,100,Benzin,186000,Mexaniki,Arxa,Xeyr,Xeyr
5700,AZN,Bakı,Mercedes,190,1991,Sedan,Yaş Asfalt,2,122,Benzin,434059,Avtomat,Arxa,Xeyr,Xeyr
35000,$,Bakı,Land Rover,RR Sport,2011,Offroader / SUV,Qəhvəyi,5,375,Benzin,82000,Avtomat,Tam,Xeyr,Bəli
24900,AZN,Bakı,Kia,Sportage,2010,Offroader / SUV,Ağ,2,166,Benzin,125000,Avtomat,Tam,Xeyr,Xeyr
4750,AZN,Bakı,Opel,Astra,1996,Universal,Qara,1.6,101,Benzin,295632,Mexaniki,Ön,Xeyr,Xeyr
15800,AZN,Bakı,Mercedes,E 240,2000,Sedan,Göy,2.6,170,Benzin,327000,Avtomat,Arxa,Xeyr,Xeyr
32500,AZN,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,2.7,167,Benzin,133500,Avtomat,Tam,Xeyr,Xeyr
22500,$,Bakı,Mazda,3,2018,Sedan,Ağ,1.5,125,Benzin,0,Avtomat,Ön,Bəli,Bəli
14500,AZN,Bakı,Mercedes,E 280,2000,Sedan,Gümüşü,2.8,193,Benzin,276000,Avtomat,Arxa,Xeyr,Xeyr
46500,$,Bakı,Porsche,Cayenne,2014,Offroader / SUV,Ağ,3.6,310,Benzin,68218,Avtomat,Tam,Xeyr,Xeyr
18900,$,Bakı,Mercedes,S 350,2007,Sedan,Qara,3.5,272,Benzin,298000,Avtomat,Arxa,Xeyr,Bəli
34800,$,Bakı,Toyota,Prado,2014,Offroader / SUV,Ağ,2.7,167,Benzin,99000,Avtomat,Tam,Xeyr,Xeyr
32500,$,Bakı,Land Rover,RR Sport,2010,Offroader / SUV,Qara,5,510,Benzin,105000,Avtomat,Tam,Xeyr,Bəli
13500,AZN,Sumqayıt,Hyundai,Sonata,2005,Sedan,Qara,2.4,165,Benzin,292000,Avtomat,Ön,Xeyr,Xeyr
57500,$,Bakı,Mercedes,CLS 400,2016,Sedan,Ağ,3,333,Benzin,16600,Avtomat,Arxa,Xeyr,Bəli
30000,$,Bakı,Mercedes,E 220,2013,Sedan,Qara,2.2,175,Dizel,123000,Avtomat,Arxa,Xeyr,Xeyr
24200,$,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,3,190,Dizel,165000,Avtomat,Tam,Xeyr,Xeyr
22900,$,Naxçıvan,Hyundai,Grandeur,2013,Sedan,Ağ,3,250,Benzin,103281,Avtomat,Ön,Xeyr,Xeyr
11000,AZN,Bakı,Mercedes,E 220,1997,Sedan,Göy,2.2,146,Dizel,400000,Avtomat,Arxa,Xeyr,Xeyr
62500,$,Bakı,Lexus,LX 570,2012,Offroader / SUV,Ağ,5.7,383,Benzin,87000,Avtomat,Tam,Xeyr,Xeyr
66000,$,Bakı,Porsche,Panamera GTS,2014,Hetçbek / Liftbek,Ağ,4.8,440,Benzin,80000,Avtomat,Tam,Xeyr,Xeyr
6200,AZN,Bakı,LADA (VAZ),2107,2010,Sedan,Ağ,1.6,75,Benzin,65000,Mexaniki,Arxa,Xeyr,Xeyr
33900,AZN,Bakı,Mercedes,E 220,2010,Sedan,Gümüşü,2.2,177,Dizel,208000,Avtomat,Arxa,Xeyr,Xeyr
108900,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4.6,309,Benzin,0,Avtomat,Tam,Bəli,Bəli
24500,$,Bakı,Mitsubishi,Pajero,2013,Offroader / SUV,Qəhvəyi,3,190,Benzin,66000,Avtomat,Tam,Xeyr,Xeyr
50900,$,Bakı,Mazda,CX-9,2018,Offroader / SUV,Göy,2.5,231,Benzin,0,Avtomat,Tam,Bəli,Bəli
5000,AZN,Bakı,Tofas,Sahin,2004,Sedan,Qara,1.6,86,Benzin,926460,Mexaniki,Arxa,Xeyr,Xeyr
22900,$,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,4,249,Benzin,122000,Avtomat,Tam,Xeyr,Bəli
25800,AZN,Bakı,Ford,Focus,2018,Sedan,Ağ,1.6,135,Benzin,38000,Avtomat,Ön,Xeyr,Bəli
3000,AZN,Bakı,Daewoo,Tico,1995,Hetçbek / Liftbek,Göy,0.8,65,Benzin,250000,Mexaniki,Ön,Xeyr,Xeyr
34900,$,Bakı,Mazda,6,2018,Sedan,Ağ,2.5,192,Benzin,0,Avtomat,Ön,Bəli,Bəli
5200,AZN,Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.6,75,Benzin,175648,Mexaniki,Arxa,Xeyr,Xeyr
38900,$,Bakı,Mazda,CX-5,2018,Offroader / SUV,Göy,2.5,192,Benzin,0,Avtomat,Tam,Bəli,Bəli
23900,AZN,Sumqayıt,Toyota,Camry,2011,Sedan,Ağ,2.4,165,Benzin,109000,Avtomat,Ön,Xeyr,Xeyr
4500,AZN,Şəki,LADA (VAZ),2106,1999,Sedan,Ağ,1.5,65,Benzin,180000,Mexaniki,Arxa,Xeyr,Xeyr
29500,AZN,Bakı,Kia,Optima,2013,Sedan,Ağ,2.4,180,Benzin,125700,Avtomat,Ön,Xeyr,Xeyr
18200,AZN,Bakı,Mercedes,ML 270,2002,Offroader / SUV,Gümüşü,2.7,163,Dizel,236544,Avtomat,Tam,Xeyr,Xeyr
8900,AZN,Bakı,LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,1.7,80,Benzin,148000,Mexaniki,Tam,Xeyr,Xeyr
9200,AZN,Bakı,BMW,523,1999,Sedan,Qızılı,2.5,170,Benzin,205000,Avtomat,Arxa,Xeyr,Xeyr
10600,AZN,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7,80,Benzin,92000,Mexaniki,Tam,Xeyr,Xeyr
26500,AZN,Bakı,GAZ,330202-740,2018,Yük maşını,Ağ,2.7,106,Benzin,0,Mexaniki,Arxa,Bəli,Xeyr
1400,AZN,Quba,LADA (VAZ),2106,1977,Sedan,Ağ,1.3,65,Benzin,754236,Mexaniki,Arxa,Xeyr,Xeyr
17000,AZN,Şəki,Ford,Transit,1998,Furqon,Ağ,2.5,140,Dizel,390500,Mexaniki,Arxa,Xeyr,Xeyr
16500,AZN,Xırdalan,Ravon,R4,2017,Sedan,Qara,1.5,107,Benzin,70000,Avtomat,Ön,Xeyr,Xeyr
7800,AZN,Bakı,BMW,735,1996,Sedan,Göy,3.5,244,Benzin,400000,Avtomat,Arxa,Xeyr,Xeyr
19800,AZN,Mingəçevir,Volkswagen,Jetta,2016,Sedan,Göy,1.4,150,Benzin,50000,Avtomat,Ön,Xeyr,Xeyr
11700,AZN,Bakı,Renault,Megane,2007,Universal,Gümüşü,1.5,110,Dizel,185800,Mexaniki,Ön,Xeyr,Xeyr
180000,$,Bakı,Mercedes,G 63 AMG,2015,Offroader / SUV,Ağ,5.5,544,Benzin,0,Avtomat,Tam,Bəli,Xeyr
19700,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Göy,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Bəli
67500,$,Bakı,Mercedes,G 55 AMG,2009,Offroader / SUV,Ağ,5.5,507,Benzin,43000,Avtomat,Tam,Xeyr,Bəli
56000,$,Bakı,Land Rover,RR Evoque,2016,Offroader / SUV,Ağ,2,240,Benzin,0,Avtomat,Tam,Bəli,Bəli
21900,AZN,Bakı,Hyundai,i30,2013,Hetçbek / Liftbek,Gümüşü,1.6,132,Benzin,132000,Avtomat,Ön,Xeyr,Xeyr
33000,AZN,Bakı,Hyundai,Grandeur,2013,Sedan,Ağ,3,250,Benzin,90000,Avtomat,Ön,Xeyr,Xeyr
12500,$,Bakı,Mercedes,E 320,2000,Sedan,Gümüşü,3.2,224,Benzin,231000,Avtomat,Arxa,Xeyr,Bəli
46000,$,Bakı,Mercedes,E 200,2016,Sedan,Ağ,2,194,Dizel,42000,Avtomat,Arxa,Xeyr,Xeyr
9800,AZN,Bakı,Renault,Scenic,2006,Minivan,Tünd qırmızı,1.5,109,Dizel,313500,Mexaniki,Ön,Xeyr,Bəli
31900,AZN,Bakı,Chevrolet,Captiva,2014,Offroader / SUV,Ağ,2.4,182,Benzin,57600,Avtomat,Tam,Xeyr,Xeyr
11000,AZN,Bakı,Skoda,Fabia,2013,Universal,Ağ,1.2,70,Benzin,185900,Mexaniki,Ön,Xeyr,Xeyr
8600,AZN,Bakı,Chevrolet,Aveo,2010,Sedan,Qara,1.4,107,Benzin,275000,Mexaniki,Ön,Xeyr,Xeyr
18650,AZN,Bakı,Ford,Transit,2010,Furqon,Göy,2.4,140,Dizel,168600,Mexaniki,Arxa,Xeyr,Xeyr
59000,$,Bakı,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.5,282,Dizel,26000,Avtomat,Tam,Xeyr,Xeyr
25500,AZN,Bakı,Mercedes,E 200,2006,Sedan,Gümüşü,2,184,Benzin,138200,Avtomat,Arxa,Xeyr,Xeyr
3350,AZN,Bakı,LADA (VAZ),2107,1998,Sedan,Göy,1.6,75,Benzin,315000,Mexaniki,Arxa,Xeyr,Xeyr
17500,AZN,Şirvan,Hyundai,Elantra,2011,Sedan,Ağ,1.8,150,Benzin,165000,Avtomat,Ön,Xeyr,Xeyr
2800,AZN,Bərdə,LADA (VAZ),21011,1986,Sedan,Qırmızı,1.3,65,Benzin,248596,Mexaniki,Arxa,Xeyr,Xeyr
14800,$,Bakı,Mercedes,E 350,2008,Sedan,Ağ,3.5,272,Benzin,180000,Avtomat,Arxa,Xeyr,Xeyr
14300,AZN,Bakı,Mitsubishi,Lancer,2010,Sedan,Gümüşü,2,190,Benzin,164000,Avtomat,Ön,Xeyr,Bəli
13200,AZN,Bakı,Chevrolet,Aveo,2012,Sedan,Gümüşü,1.4,100,Benzin,94000,Mexaniki,Ön,Xeyr,Xeyr
13000,AZN,Bakı,Chery,Tiggo,2013,Offroader / SUV,Boz,1.8,136,Benzin,132000,Avtomat,Ön,Xeyr,Xeyr
26400,$,Bakı,Toyota,Prado,2012,Offroader / SUV,Qara,2.7,167,Benzin,86254,Avtomat,Tam,Xeyr,Xeyr
46200,$,Lənkəran,Toyota,Prado,2018,Offroader / SUV,Ağ,2.7,169,Benzin,0,Avtomat,Tam,Bəli,Bəli
41000,$,Bakı,Lexus,LX 570,2008,Offroader / SUV,Qara,5.7,383,Benzin,70000,Avtomat,Tam,Xeyr,Xeyr
27800,AZN,Bakı,Toyota,Corolla,2014,Sedan,Qara,1.6,124,Benzin,54000,Avtomat,Ön,Xeyr,Xeyr
26500,AZN,Bakı,Volkswagen,Passat CC,2013,Sedan,Ağ,2,211,Benzin,109000,Avtomat,Ön,Xeyr,Xeyr
6900,AZN,Sumqayıt,LADA (VAZ),2114,2009,Hetçbek / Liftbek,Qara,1.6,80,Benzin,220000,Mexaniki,Ön,Xeyr,Bəli
5100,AZN,Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.6,75,Benzin,512020,Mexaniki,Arxa,Xeyr,Xeyr
5000,AZN,Bakı,Opel,Astra,1997,Universal,Qara,1.8,118,Benzin,200000,Avtomat,Ön,Xeyr,Xeyr
5900,AZN,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.5,65,Benzin,322563,Mexaniki,Arxa,Xeyr,Xeyr
26000,$,Bakı,Infiniti,FX35,2012,Offroader / SUV,Ağ,3.5,306,Benzin,55000,Avtomat,Tam,Xeyr,Bəli
11800,AZN,Şəki,Mercedes,C 230,2000,Sedan,Qara,2.3,150,Benzin,260000,Avtomat,Arxa,Xeyr,Xeyr
21000,$,Bakı,Toyota,Camry,2012,Sedan,Qara,2.5,181,Benzin,96000,Avtomat,Ön,Xeyr,Bəli
22200,AZN,Bakı,Hyundai,Sonata,2010,Sedan,Qara,2,165,Benzin,113000,Avtomat,Ön,Xeyr,Bəli
11800,AZN,Gəncə,Mercedes,S 500,2000,Sedan,Qara,5,306,Benzin,213000,Avtomat,Arxa,Xeyr,Xeyr
20900,$,Sumqayıt,Audi,A4,2014,Sedan,Ağ,1.8,180,Benzin,102076,Avtomat,Ön,Xeyr,Bəli
67800,$,Bakı,Mercedes,GLC 250 Coupe,2018,Offroader / SUV,Ağ,2,211,Benzin,0,Avtomat,Tam,Bəli,Bəli
93000,$,Bakı,Land Rover,Discovery,2017,Offroader / SUV,Boz,3,256,Dizel,0,Avtomat,Tam,Bəli,Bəli
46800,$,Bakı,Land Rover,Discovery,2014,Offroader / SUV,Boz,3,249,Benzin,83000,Avtomat,Tam,Xeyr,Bəli
34700,$,Bakı,Mercedes,GL 550,2011,Offroader / SUV,Qara,5.5,388,Benzin,102000,Avtomat,Tam,Xeyr,Bəli
66000,$,Bakı,Porsche,Panamera GTS,2014,Hetçbek / Liftbek,Ağ,4.8,440,Benzin,80000,Avtomat,Tam,Xeyr,Xeyr
33500,AZN,Bakı,Mercedes,ML 280,2006,Offroader / SUV,Qara,3,190,Dizel,290000,Avtomat,Tam,Xeyr,Bəli
18800,AZN,Bakı,Hyundai,Elantra,2012,Sedan,Gümüşü,1.8,165,Benzin,86400,Avtomat,Ön,Xeyr,Xeyr
20000,$,Bakı,Porsche,Cayenne Turbo,2007,Offroader / SUV,Ağ,4.8,500,Benzin,114000,Avtomat,Tam,Xeyr,Xeyr
8600,AZN,Bakı,Chevrolet,Aveo,2010,Sedan,Qara,1.4,107,Benzin,275000,Mexaniki,Ön,Xeyr,Xeyr
43000,$,Bakı,Porsche,Cayenne,2013,Offroader / SUV,Ağ,3.6,300,Benzin,102000,Avtomat,Tam,Xeyr,Xeyr
42700,$,Bakı,Toyota,Camry,2018,Sedan,Qara,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Xeyr
3000,AZN,Ağsu,LADA (VAZ),2106,1985,Sedan,Ağ,1.5,65,Benzin,980000,Mexaniki,Arxa,Xeyr,Xeyr
18200,AZN,Bakı,Hyundai,Sonata,2008,Sedan,Ağ,2,165,Dizel,136000,Avtomat,Ön,Xeyr,Bəli
29500,AZN,Sumqayıt,Kia,Rio,2018,Hetçbek / Liftbek,Ağ,1.4,100,Benzin,0,Avtomat,Ön,Bəli,Xeyr
9800,AZN,Bakı,LADA (VAZ),Priora,2013,Sedan,Ağ,1.6,80,Benzin,68000,Mexaniki,Ön,Xeyr,Xeyr
26500,AZN,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.4,178,Benzin,57000,Avtomat,Arxa,Xeyr,Xeyr
31500,AZN,Bakı,Ford,Edge,2012,Offroader / SUV,Ağ,3.5,288,Benzin,146000,Avtomat,Tam,Xeyr,Xeyr
75900,AZN,Sumqayıt,Kia,Stinger,2018,Hetçbek / Liftbek,Ağ,2,255,Benzin,0,Avtomat,Arxa,Bəli,Xeyr
12800,AZN,Şəmkir,Mercedes,C 240,1999,Sedan,Ağ,2.4,170,Benzin,230000,Avtomat,Arxa,Xeyr,Xeyr
6200,AZN,Sumqayıt,Mercedes,E 200,1989,Sedan,Gümüşü,2,136,Benzin,325876,Avtomat,Arxa,Xeyr,Xeyr
14400,AZN,Bərdə,Mercedes,E 240,2001,Sedan,Göy,2.6,177,Benzin,163126,Avtomat,Arxa,Xeyr,Xeyr
10200,AZN,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Tünd qırmızı,1.7,80,Benzin,105100,Mexaniki,Tam,Xeyr,Xeyr
38500,$,Lənkəran,Mazda,CX-5,2018,Offroader / SUV,Qırmızı,2.5,192,Benzin,0,Avtomat,Tam,Bəli,Bəli
50900,$,Lənkəran,Honda,Pilot,2018,Offroader / SUV,Qara,3,250,Benzin,0,Avtomat,Tam,Bəli,Bəli
11600,AZN,Bakı,Opel,Astra,2005,Universal,Qara,1.4,90,Benzin,200750,Mexaniki,Ön,Xeyr,Bəli
50900,$,Lənkəran,Mazda,CX-9,2018,Offroader / SUV,Qara,2.5,231,Benzin,0,Avtomat,Tam,Bəli,Bəli
39900,$,Lənkəran,Mitsubishi,Pajero,2018,Offroader / SUV,Ağ,3,220,Benzin,0,Avtomat,Tam,Bəli,Bəli
19500,AZN,Bakı,Lexus,ES 350,2007,Sedan,Ağ,3.5,300,Benzin,195000,Avtomat,Ön,Xeyr,Bəli
13000,AZN,Bakı,Volkswagen,Touareg,2004,Offroader / SUV,Gümüşü,3.2,239,Benzin,232270,Avtomat,Tam,Xeyr,Xeyr
24350,AZN,Bakı,Kia,Sportage,2010,Offroader / SUV,Qara,2,166,Benzin,117517,Avtomat,Tam,Xeyr,Xeyr
25000,AZN,Bakı,Chery,Tiggo,2018,Offroader / SUV,Göy,1.5,122,Benzin,0,Avtomat,Ön,Bəli,Bəli
28500,AZN,Bakı,Mercedes,CLK 350,2008,Sedan,Qara,3.5,272,Benzin,167000,Avtomat,Arxa,Xeyr,Xeyr
22600,$,Bakı,Mercedes,GL 550,2008,Offroader / SUV,Ağ,5.5,388,Benzin,140210,Avtomat,Tam,Xeyr,Xeyr
21900,AZN,Bakı,Chery,Tiggo,2018,Offroader / SUV,Qara,1.5,122,Benzin,0,Mexaniki,Ön,Bəli,Bəli
18200,AZN,Bakı,Volkswagen,Jetta,2012,Sedan,Ağ,2,200,Benzin,106000,Avtomat,Ön,Xeyr,Xeyr
28700,$,Bakı,Infiniti,Q50,2016,Sedan,Qara,2.2,170,Dizel,9000,Avtomat,Ön,Xeyr,Xeyr
18200,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Xeyr
37500,$,Bakı,Audi,Q7,2013,Offroader / SUV,Qara,3,333,Benzin,58230,Avtomat,Tam,Xeyr,Bəli
48800,$,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4,282,Benzin,43600,Avtomat,Tam,Xeyr,Bəli
22500,$,Bakı,Mercedes,E 350,2010,Sedan,Qara,3.5,272,Benzin,146000,Avtomat,Arxa,Xeyr,Xeyr
26800,AZN,Bakı,Hyundai,H-1,2013,Minivan,Ağ,2.4,174,Benzin,106000,Avtomat,Arxa,Xeyr,Xeyr
42700,$,Bakı,Toyota,Camry,2018,Sedan,Qara,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Xeyr
26500,AZN,Bakı,Mercedes,C 180,2007,Sedan,Ağ,1.8,156,Benzin,170000,Avtomat,Arxa,Xeyr,Xeyr
28900,$,Bakı,Land Rover,Discovery,2011,Offroader / SUV,Qara,4,218,Benzin,127000,Avtomat,Tam,Xeyr,Bəli
36500,$,Bakı,BMW,328,2017,Sedan,Qara,2,270,Benzin,30000,Avtomat,Arxa,Xeyr,Xeyr
31500,AZN,Bakı,Ford,Edge,2012,Offroader / SUV,Ağ,3.5,288,Benzin,146000,Avtomat,Tam,Xeyr,Xeyr
16800,AZN,Bakı,Citroen,DS3,2012,Hetçbek / Liftbek,Ağ,1.6,120,Benzin,99000,Avtomat,Ön,Xeyr,Xeyr
77200,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
24800,$,Bakı,Land Rover,Range Rover,2008,Offroader / SUV,Qara,4.2,400,Benzin,165214,Avtomat,Tam,Xeyr,Xeyr
13250,AZN,Gəncə,Mercedes,E 240,1999,Sedan,Qara,2.4,170,Benzin,240000,Avtomat,Arxa,Xeyr,Xeyr
25000,AZN,Bakı,Chery,Tiggo,2018,Offroader / SUV,Qırmızı,1.5,122,Benzin,0,Avtomat,Ön,Bəli,Bəli
15300,$,Bakı,Hyundai,Sonata,2014,Sedan,Qara,2.4,180,Benzin,23500,Avtomat,Ön,Xeyr,Xeyr
3500,AZN,Bakı,LADA (VAZ),2106,1984,Sedan,Göy,1.6,75,Benzin,230000,Mexaniki,Arxa,Xeyr,Xeyr
14200,$,Bakı,Nissan,Altima,2012,Sedan,Ağ,2.5,175,Benzin,145000,Avtomat,Ön,Xeyr,Bəli
23800,$,Bakı,Mercedes,E 350,2010,Sedan,Gümüşü,3.5,306,Benzin,66800,Avtomat,Arxa,Xeyr,Bəli
24000,AZN,Bakı,Chery,Tiggo,2018,Offroader / SUV,Ağ,1.5,122,Benzin,0,Avtomat,Ön,Bəli,Bəli
48500,$,Bakı,Mercedes,CLS 63 AMG,2012,Sedan,Ağ,5.5,557,Benzin,98000,Avtomat,Arxa,Xeyr,Bəli
22800,$,Bakı,Mercedes,S 550,2007,Sedan,Qara,5.5,388,Benzin,151426,Avtomat,Arxa,Xeyr,Xeyr
22700,AZN,Bakı,Infiniti,FX35,2008,Offroader / SUV,Ağ,3.5,280,Benzin,135000,Avtomat,Tam,Xeyr,Xeyr
5200,AZN,Bakı,LADA (VAZ),21099,1999,Sedan,Qara,1.5,75,Benzin,189000,Mexaniki,Ön,Xeyr,Xeyr
25500,$,Bakı,Land Rover,Range Rover,2007,Offroader / SUV,Qara,4.2,400,Benzin,124580,Avtomat,Tam,Xeyr,Xeyr
26500,$,Bakı,Mercedes,200,1975,Sedan,Qəhvəyi,2,120,Benzin,72000,Avtomat,Arxa,Xeyr,Xeyr
77200,$,Bakı,Lexus,LX 570,2014,Offroader / SUV,Ağ,5.7,383,Benzin,64000,Avtomat,Tam,Xeyr,Bəli
3300,AZN,İsmayıllı,LADA (VAZ),2107,1993,Sedan,Qara,1.5,65,Benzin,120000,Mexaniki,Arxa,Xeyr,Xeyr
3800,AZN,Bakı,Hyundai,Sonata,2003,Sedan,Ağ,2,165,Benzin,205000,Avtomat,Ön,Xeyr,Xeyr
94500,$,Bakı,Toyota,Land Cruiser,2017,Offroader / SUV,Ağ,4.6,309,Benzin,2750,Avtomat,Arxa,Xeyr,Xeyr
36900,$,Bakı,Audi,Q7,2013,Offroader / SUV,Ağ,3,333,Benzin,93000,Avtomat,Tam,Xeyr,Bəli
10100,AZN,Bakı,LADA (VAZ),Priora,2013,Sedan,Ağ,1.6,98,Benzin,128000,Mexaniki,Ön,Xeyr,Xeyr
33500,$,Bakı,Toyota,Prado,2014,Offroader / SUV,Boz,2.7,167,Benzin,53000,Avtomat,Tam,Xeyr,Bəli
19600,$,Bakı,Mazda,6,2014,Sedan,Ağ,2,165,Benzin,125000,Avtomat,Ön,Xeyr,Bəli
26000,$,Bakı,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Ağ,3.3,249,Benzin,126000,Avtomat,Tam,Xeyr,Bəli
35900,$,Bakı,Infiniti,Q50,2016,Sedan,Yaş Asfalt,2.2,170,Dizel,0,Avtomat,Ön,Bəli,Bəli
138000,$,Bakı,Mercedes,G 63 AMG,2015,Offroader / SUV,Qara,5.5,545,Benzin,15500,Avtomat,Tam,Xeyr,Xeyr
32500,$,Bakı,Land Rover,RR Sport,2010,Offroader / SUV,Qara,5,510,Benzin,105000,Avtomat,Tam,Xeyr,Bəli
69000,€,Bakı,BMW,X5,2018,Offroader / SUV,Qara,3,340,Benzin,0,Avtomat,Tam,Bəli,Xeyr
